movie_name,actors_List,genre_list 
Jane,"{'Jane Goodall': 'Herself', 'Brett Morgen': 'Producer', 'Bryan Burk': 'Producer', 'Debra Eisenstadt': 'Co-Executive Producer', 'James Smith': 'Producer', 'Tim Pastore': 'Executive Producer', 'Tony Gerber': 'Producer'}","['Biography', 'Documentary']"
Jaws,"{'Richard Dreyfuss': 'Matt Hooper', 'Robert Shaw': 'Quint', 'Roy Scheider': 'Chief Martin Brody', 'Carl Gottlieb': 'Meadows', 'Chris Rebello': 'Michael Brody', 'Craig Kingsbury': 'Ben Gardner', 'Jay Mello': 'Sean Brody', 'Jeffrey Kramer': 'Hendricks', 'Jeffrey Voorhees': 'Alex Kintner', 'Jonathan Filley': 'Cassidy', 'Lee Fierro': 'Mrs. Kintner', 'Lorraine Gary': 'Ellen Brody', 'Murray Hamilton': 'Vaughn', 'Susan Backlinie': ""Christine 'Chrissie' Watkins"", 'Ted Grossman': 'Estuary Victim'}","['Adventure', 'Thriller', 'Horror']"
We Are the Best!,"{'Johan Liljemark': 'Kenneth', 'Liv LeMoyne': 'Hedvig', 'Mira Barkhammar': 'Bobo', 'Mira Grosin': 'Klara', 'Alexander Karlsson': 'Himself', 'Alvin Strollo': 'Mackan', 'Ann-Sofie Rase': 'Hedvigs Mamma', 'Anna Rydgren': 'Bobos Mamma', 'Berndt': 'Börje', 'Charlie Falk': 'Linus', 'Clara Christiansson': 'Louise', 'David Dencik': 'Klaras Pappa', 'Emrik Ekholm': 'Klaras Lillebror', 'Henrik Dahl': 'Cast', 'Jonathan Salomonsson': 'Elis', 'Lena Carlsson': 'Klaras Mamma', 'Lena Nylén': 'Väninnan', 'Lily Moodysson': 'Hedvigs Lillasyster', 'Mads Korsgaard': 'Hans', 'Mattias Wiberg': 'Roger', 'Per Fenger-Krog': 'Soundtechnician', 'Peter Eriksson': 'Bobos Pappa', 'Serina Bj': 'Elis Mammas Röst', 'Sofi Ahlström Helleday': 'Bobos Mammas Kompis 5', 'Steve Kratz': 'Cast', 'Vanja Engstr': 'Sandra', 'Viveca Dahlén': 'Gunnel', 'Ylva Olaison': 'Cast'}",['Drama']
Spartacus,"{'Kirk Douglas': 'Spartacus', 'Laurence Olivier': 'Crassus', 'Charles Laughton': 'Gracchus', 'Charles McGraw': 'Marcellus', 'Harold J. Stone': 'David', 'Herbert Lom': 'Tigranes Levantus', 'Jean Simmons': 'Varinia', 'Joanna Barnes': 'Claudia Marius', 'John Dall': 'Marcus Publius Glabrus', 'John Gavin': 'Julius Caesar', 'John Ireland': 'Crixus', 'Nina Foch': 'Helena Glabrus', 'Peter Brocco': 'Ramon', 'Peter Ustinov': 'Batiatus', 'Woody Strode': 'Draba'}","['Adventure', 'Biography', 'Drama', 'History', 'War']"
Small Axe: Education,"{'Calum Callaghan': 'Beck', 'Ciarán Owens': 'Principal Cast', 'Jim Sturgeon': 'Actor', 'John Boyega': 'Leroy Logan', 'Joy Richardson': 'Mrs. Logan', 'Marina Hayter': 'Witness', 'Martin Portlock': 'Officer', 'Stephen Boxer': 'Chief Inspector', 'Steve Toussaint': 'Principal Cast', 'Tyrone Huntley': 'Leee John', 'Conor Lowson': 'David', 'Eddie-Joe Robinson': 'PC. Millar', 'Jaden Oshenye': 'Cast', 'Nathan Vidal': 'Leroy 14 Years', 'Robert Godley-Harrod': 'Custody PC'}",['Drama']
About Endlessness,"{'Amanda Davies': 'Student', 'Anders Hellström': 'Flying Man', 'Ania Nova': 'The Girl On The Train', 'Anja Broms': 'Secretary', 'Anton Forsdik': 'Cast', 'Bengt Bergius': 'Psychiatrist', 'Bertil J. Nyberg': 'Mannen På Parkbanken', 'Conny Block': 'Sverker Ohlsson', 'Florencio Urbano': 'Restaurant Guest', 'Gloria Ormandlaky': 'Principal Cast', 'Inger Hernmyr': 'Principal Cast', 'Jan Steen': 'Waiter', 'Jan-Eje Ferling': 'Man In The Stairs', 'Jessica Louthander': 'Cast', 'Karin Engman': 'Mother', 'Kristina Ekmark': 'Principal Cast', 'Lesley Leichtweis Bernardi': 'The Lady In The Train Station', 'Lisa Blohm': 'Lady With Champagne', 'Lotta Forsberg': 'Woman On The Street', 'Marie Burman': 'Lady In Restaurant', 'Martin Serner': 'The Priest', 'Rebecka Enholm': 'Dancing Girls', 'Tatiana Delaunay': 'Flying Woman', 'Thore Flygel': 'Dentist', 'Fanny Forsdik': 'Cast', 'Göran Holm': 'Café Guest', 'Lars Flenstedt-Waleij': 'Man', 'Lars Sandström': 'The Man In The Song', 'Mattias Königsson': 'Cast', 'Nina Törmark': 'Cast', 'Olivia Hatamian Sjölund': 'Young Woman', 'Stefan Karlsson': 'Man With Stick', 'Ville Elfving': 'Cast'}","['Drama', 'Fantasy']"
Back to the Future,"{'Christopher Lloyd': 'Dr. Emmett Brown', 'Michael J. Fox': 'Marty McFly', 'Billy Zane': 'Match', 'Casey Siemaszko': '3-D', 'Claudia Wells': 'Jennifer Parker', 'Crispin Glover': 'George McFly', 'Frances Lee McCain': 'Stella Baines', 'George DiCenzo': 'Sam Baines', 'Harry Waters, Jr.': 'Marvin Berry', 'J.J. Cohen': 'Skinhead', 'James Tolkan': 'Mr. Strickland', 'Lea Thompson': 'Lorraine Baines', 'Marc McClure': 'Dave McFly', 'Thomas F. Wilson': 'Biff Tannen', 'Wendie Jo Sperber': 'Linda McFly'}","['Adventure', 'Sci-Fi', 'Comedy']"
If Beale Street Could Talk,"{'Aunjanue Ellis': 'Mrs. Hunt', 'Brian Tyree Henry': 'Daniel Carty', 'Colman Domingo': 'Cast', 'Dave Franco': 'Principal Cast', 'Diego Luna': 'Pedrocito', 'Dominique Thorne': 'Sheila Hunt', 'Ebony Obsidian': 'Adrienne Hunt', 'Ed Skrein': 'Officer Bell', 'Emily Rios': 'Victoria Rogers', 'Finn Wittrock': 'Hayward', 'KiKi Layne': 'Tish Rivers', 'Michael Beach': 'Frank Hunt', 'Pedro Pascal': 'Pietro Alvarez', 'Regina King': 'Sharon Rivers', 'Stephan James': 'Fonny', 'Teyonah Parris': 'Ernestine', 'Doris McCarthy': 'Upscale Shopper', 'Faith Logan': 'Subway Rider', 'Marcia Jean Kurtz': 'Italian Lady'}","['Drama', 'Romance', 'Crime']"
My Journey Through French Cinema,"{'André Marcon': 'Principal Cast', 'Bertrand Tavernier': 'Himself', 'Claude Chabrol': 'Himself', 'Eddie Constantine': 'Himself', 'Georges de Beauregard': 'Himself', 'Jacques Becker': 'Himself', 'Jean-Paul Belmondo': 'Himself', 'Marcel Carné': 'Himself', 'Michel Deville': 'Himself', 'Raoul Coutard': 'Himself', 'Thierry Frémaux': 'Himself', 'Antoine Duhamel': 'Himself', 'Françoise Giroud': 'Himself', 'Jean Gabin': 'Himself', 'Jean-Luc Godard': 'Himself', 'Jean-Paul Gaultier': 'Himself'}",['Documentary']
Wallace & Gromit: The Curse of the Were-Rabbit,"{'Helena Bonham Carter': 'Lady Campanula Tottington', 'Peter Sallis': 'Wallace/Hutch', 'Ralph Fiennes': 'Victor Quartermaine', 'Dicken Ashworth': 'Mr. Mulch', 'Edward Kelsey': 'Mr. Growbag', 'Geraldine McEwan': 'Miss Thripp', 'John Thomson': 'Mr. Windfall', 'Liz Smith': 'Mrs. Mulch', 'Mark Gatiss': 'Miss Blight', 'Nicholas Smith': 'Reverend Clement Hedges', 'Noni Lewis': 'Mrs. Girdling', 'Pete Atkin': 'Mr. Crock', 'Peter Kay': 'PC Mackintosh', 'Robert Horvath': 'Mr. Dibber', 'Vincent Ebrahim': 'Mr. Caliche'}","['Adventure', 'Comedy', 'Animation', 'Family']"
The Diary of a Teenage Girl,"{'Alexander Skarsgård': 'Monroe', 'Bel Powley': 'Minnie', 'Christopher Meloni': 'Pascal', 'Kristen Wiig': 'Charlotte', 'Madeleine Waters': 'Kimmie', 'Margarita Levieva': 'Tabatha', 'Abby Wait': 'Gretel', 'Austin Lyon': 'Ricky Wasserman', 'Carson Mell': 'Michael Cocaine', 'Charles Lewis III': 'Cool English Teacher', 'David Fine': 'Old Hippie', 'Davy Clements': 'Arnie', 'Domino The Cat': 'Willie', 'Drew Benda': 'Dive Bar Patron', 'Giovanni Miller': 'Highschool Classmate', 'John Parsons': 'Burt', 'Miranda Bailey': 'Andrea', 'Natalie Stephany Aguilar': 'Classmate/School Girl', 'Quinn Nagle': 'Chuck', 'Samantha Hyde': 'High School Student', 'Susannah Schulman': 'Aline Kominsky'}","['Drama', 'Romance']"
Elena,"{'Aleksey Rozin': 'Sergey', 'Andrey Smirnov': 'Vladimir', 'Nadezhda Markina': 'Elena', 'Yelena Lyadova': 'Katerina', 'Aleksandr Rodnyansky': 'Producer'}",['Drama']
All Is Lost,{'Robert Redford': 'Our Man'},"['Action', 'Adventure', 'Drama']"
Hereditary,"{'Alex Wolff': 'Peter Graham', 'Ann Dowd': 'Joan', 'Austin R. Grant': 'Stoner', 'BriAnn Rachele': 'Student #2', 'Christy Summerhays': ""Charlie's Teacher"", 'Gabriel Byrne': 'Steve Graham', 'Gabriel Monroe Eckert': 'Stoner 2', 'Harrison Nell': 'Student #1', 'Jake Brown': 'Brendan', 'Jarrod Phillips': 'Group Leader', 'John Forker': 'Funeral Attendee', 'Mallory Bechtel': 'Bridget', 'Marilyn Miller': 'Woman In The Tree', 'Mark Blockovich': 'Support Group Member', 'Milly Shapiro': 'Charlie Graham', 'Morgan Lund': 'Mr. Davis', 'Rachelle Hardy': 'Cult Member', 'Toni Collette': 'Annie Graham', 'Zachary Arthur': 'Hispanic Boy', 'A.J. Moss': 'Student', 'Brock McKinney': 'Aaron', 'Chad Wright': 'Worshiper', 'Gerry Garcia': 'Cast', 'Heidi Méndez': 'Spanish Speaking Woman', 'Jason Miyagi': 'High School Partier', 'Lorenzo Silva': 'Skater Boy', 'Moises L. Tovar': 'Translator', 'Shane Morrisun': 'Cult Member'}","['Drama', 'Mystery', 'Thriller', 'Horror']"
Wheel of Fortune and Fantasy,"{'Aoba Kawai': 'Nana (Segment ""Once Again"")', 'Ayumu Nakajima': 'Kazuaki (Segment ""Magic (Or Something Less Assuring""))', 'Fusako Urabe': 'Moka (Segment ""Once Again"")', 'Hyunri': 'Tsugumi (Segment ""Magic (Or Something Less Assuring""))', 'Katsuki Mori': 'Nao (Segment ""Door Wide Open"")', 'Kiyohiko Shibukawa': 'Segawa (Segment ""Door Wide Open"")', 'Kotone Furukawa': 'Meiko (Segment ""Magic (Or Something Less Assuring""))', 'Shouma Kai': 'Sasaki (Segment ""Door Wide Open"")', 'Katsumi Tokuyama': 'Executive Producer', 'Satoshi Takada': 'Producer', 'Shô Harada': 'Executive Producer'}","['Drama', 'Romance']"
Listen to Me Marlon,{'Marlon Brando': 'Himself'},"['Biography', 'Documentary']"
Gideon's Army,"{'Carolyn Hepburn': 'Line Producer', 'Dawn Porter': 'Producer', 'Julie Goldman': 'Producer', 'Summer Damon': 'Co-Producer'}",['Documentary']
Serpico (re-release),"{'Al Pacino': 'Officer Frank Serpico', 'John Randolph': 'Chief Sidney Green', 'Albert Henderson': 'Peluce', 'Allan Rich': 'Dist. Atty. Herman Tauber', 'Barbara Eda-Young': 'Laurie', 'Biff McGuire': 'Capt. Insp. McClain', 'Cornelia Sharpe': 'Leslie Lane', 'Damien Leake': 'Joey', 'Edward Grover': 'Insp. Lombardo', 'Hank Garrett': 'Malone', 'Jack Kehoe': 'Tom Keough', 'John Medici': 'Pasquale', 'Joseph Bova': 'Potts', 'Norman Ornellas': 'Don Rubello', 'Tony Roberts': 'Bob Blair'}","['Biography', 'Drama', 'Crime']"
Maria Full of Grace,"{'Catalina Sandino Moreno': 'María Álvarez', 'Guilied Lopez': 'Lucy Díaz', 'Charles Albert Patiño': 'Felipe', 'Evangelina Morales': 'Rosita', 'Fabricio Suarez': 'Pacho', 'Jaime Osorio Gómez': 'Javier', 'Johanna Andrea Mora': 'Diana Álvarez', 'John Álex Toro': 'Franklin', 'Juana Guarderas': 'Female Pharmacist', 'Mateo Suarez': 'Pacho', 'Rodrigo Sánchez Borhorquez': 'Supervisor', 'Victor Macias': 'Pellet Maker', 'Virgina Ariza': 'Juana', 'Wilson Guerrero': 'Juan', 'Yenny Paola Vega': 'Blanca'}","['Drama', 'Thriller', 'Crime']"
Fateless,"{'András M. Kecskés': 'Finn', 'Áron Dimény': 'Bandi Citrom', 'Bálint Péntek': 'Pretty Boy', 'Béla Dóra': 'Smoker', 'Dani Szabó': 'Moskovich', 'Endre Harkányi': 'Old Kollmann', 'Gábor Nyiri': 'Hedge', 'Jenö Nagy': 'Jenö', 'Marcell Nagy': 'György Köves', 'Márton Brezina': 'Younger Kollmann Boy', 'Péter Fancsikai': 'Older Kollmann Boy', 'Péter Vida': 'Lénárt', 'Tibor Mertz': 'Fodor', 'Zoltán Bukovszki': 'Zoli', 'Zsolt Dér': 'Rozi', 'Alexandra Stolle': 'Assistant Producer', 'Andras Hamori': 'Producer', 'Bernd Helthaler': 'Executive Producer', 'Endre Sík': 'Line Producer', 'Erika Tarr': 'Line Producer', 'Ildiko Kemeny': 'Producer', 'Jonathan Haren': 'Associate Producer', 'Jonathan Olsberg': 'Producer: Germany', 'László Vincze': 'Executive Producer', 'Michael Reuter': 'Associate Producer', 'Miriam Zachar': 'Co-Producer', 'Péter Barbalics': 'Producer', 'Robert Buckler': 'Executive Producer', 'Tibor Krsko': 'Co-Producer'}",['Drama']
Happy as Lazzaro,"{'Adriano Tardiolo': 'Lazzaro', 'Agnese Graziani': 'Antonia Bambina', 'Alba Rohrwacher': 'Antonia', 'Alessandro Genovesi': 'Maresciallo', 'Antonio Salines': 'Nicola Anziano', 'Carlo Massimino': 'Pippo', 'Daria Pascal Attolini': 'Maria Grazia Adulta', 'David Bennent': 'Ingegnere Svizzero', 'Davide Denci': 'Appuntato', 'Elisabetta Rocchetti': 'Teresa Adulta', 'Luca Chikovani': 'Tancredi Bambino', 'Maddalena Baiocco': 'Stefania Bambina', 'Natalino Balasso': 'Nicola', 'Nicoletta Braschi': 'Marchesa Alfonsina De Luna', 'Sergi López': 'Ultimo', 'Tommaso Ragno': 'Tancredi Adulto', 'Annunziata Capretto': 'Natalina Anziana', 'Ettore Scarpa': 'Maresciallo', 'Gala Othero Winter': 'Stefania', 'Giulia Caccavello': 'Teresa Giovane', 'Leonardo Nigro': 'Cast'}",['Drama']
The Fog of War: Eleven Lessons from the Life of Robert S. McNamara,"{'Barry Goldwater': 'Himself', 'Curtis LeMay': 'Himself', 'Errol Morris': 'Producer', 'Franklin Delano Roosevelt': 'Himself', 'Harry Reasoner': 'Himself - TV Interviewer', 'Lyndon Johnson': 'Himself', 'Nikita Khrushchev': 'Himself', 'Woodrow Wilson': 'Himself', 'Adam Kosberg': 'Associate Producer', 'Ann Petrone': 'Associate Producer', 'Frank Scherma': 'Executive Producer', 'Jack Lechner': 'Executive Producer', 'John Sloss': 'Executive Producer', 'Jon Kamen': 'Executive Producer', 'Julie Ahlberg': 'Producer', 'Michael Williams': 'Producer', 'Robert Fernandez': 'Co-Producer', 'Robert May': 'Executive Producer'}","['War', 'Documentary']"
Uncle Boonmee Who Can Recall His Past Lives,"{'Jenjira Pongpas': 'Jen', 'Matthieu Ly': 'Farmer', 'Sakda Kaewbuadee': 'Tong', 'Thanapat Saisaymar': 'Boonmee', 'Vien Pimdee': 'Farmer', 'Apichatpong Weerasethakul': 'Producer', 'Caroleen Feeney': 'Associate Producer', 'Charles de Meaux': 'Co-Producer', 'Danny Glover': 'Associate Producer', 'Hans W. Geissendörfer': 'Co-Producer', 'Joslyn Barnes': 'Associate Producer', 'Keith Griffiths': 'Producer', 'Luis Miñarro': 'Co-Producer', 'Michael Weber': 'Co-Producer', 'Simon Field': 'Producer', 'Suchada Sirithanawuddhi': 'Line Producer'}","['Fantasy', 'Comedy']"
Brokeback Mountain,"{'Heath Ledger': 'Ennis Del Mar', 'Jake Gyllenhaal': 'Jack Twist', 'Michelle Williams': 'Alma', 'Anna Faris': 'Lashawn Malone', 'Anne Hathaway': 'Lureen Newsome', 'David Harbour': 'Randall Malone', 'David Trimble': 'Basque', 'Kate Mara': 'Alma Jr., Age 19', 'Lachlan Mackintosh': 'Chilean Sheepherder #2', 'Larry Reese': 'Jolly Minister', 'Linda Cardellini': 'Cassie', 'Marty Antonini': 'Timmy', 'Randy Quaid': 'Joe Aguirre', 'Valerie Planche': 'Waitress', 'Víctor Reyes': 'Chilean Sheepherder #1'}","['Drama', 'Romance', 'Western']"
Cemetery of Splendor,"{'Apinya Unphanlam': 'Singing Woman', 'Banlop Lomnoi': 'Itt', 'Bhattaratorn Senkraigul': 'Goddess 2', 'Boonyarak Bodlakorn': 'Dr. Prasan', 'Jarinpattra Rueangram': 'Keng', 'Jenjira Jansuda': 'Jenjira', 'Jenjira Pongpas': 'Je', 'Kammanit Sansuklerd': 'Parasite Doctor', 'Petcharat Chaiburi': 'Nurse Tet', 'Pongsadhorn Lertsukon': ""Library's Director"", 'Richard Abramson': 'Richard Widner', 'Sakda Kaewbuadee': 'Teng', 'Sasipim Piwansenee': 'Cream Hostess', 'Sujittraporn Wongsrikeaw': 'Goddess 1', 'Tawatchai Buawat': 'The Mediator', 'Wacharee Nagvichien': ""Soldier's Wife"", 'Apichatpong Weerasethakul': 'Producer', 'Caroleen Feeney': 'Co-Producer', 'Charles de Meaux': 'Producer', 'Danny Glover': 'Co-Producer', 'Eric Vogel': 'Co-Producer', 'Georges Schoucair': 'Associate Producer', 'Hans W. Geissendörfer': 'Producer', 'Holger Stern': 'Associate Producer', 'Ingunn Sundelin': 'Co-Producer', 'Joslyn Barnes': 'Co-Producer', 'Keith Griffiths': 'Producer', 'Michael Weber': 'Producer', 'Mois': 'Co-Producer', 'Najwa Abu Bakar': 'Co-Producer', 'Simon Field': 'Producer', 'Susan Rockefeller': 'Associate Producer', 'Viola F': 'Co-Producer'}",['Drama']
The Kid with a Bike,"{'Cécile De France': 'Samantha', 'Egon Di Mateo': 'Wes', 'Fabrizio Rongione': 'Le Libraire', 'Jérémie Renier': 'Guy Catoul', 'Olivier Gourmet': 'Le Patron Du Bar', 'Thomas Doret': 'Cyril Catoul', 'Batiste Sornin': 'Educateur 1', 'Carl Jadot': ""L'instituteur"", 'Claudy Delfosse': ""L'homme Gare De Bus"", 'Frédéric Dussenne': 'Le Concierge', 'Hicham Slaoui': 'Le Directeur', 'Jean-Michel Balthazar': 'Le Voisin Val Polet', 'Myriem Akeddiou': ""L'assistante Médicale"", 'Samuel De Rijk': 'Educateur 2', 'Sandra Raco': ""L'éducatrice""}",['Drama']
Mutiny on the Bounty,"{'Charles Laughton': 'Bligh', 'Clark Gable': 'Christian', 'Donald Crisp': 'Burkitt', 'Dudley Digges': 'Bacchus', 'Eddie Quillan': 'Ellison', 'Franchot Tone': 'Byam', 'Francis Lister': 'Captain Nelson', 'Henry Stephenson': 'Sir Joseph Banks', 'Herbert Mundin': 'Smith', 'Spring Byington': 'Mrs. Byam', 'Byron Russell': 'Quintal', 'David Torrence': 'Lord Hood', 'Mamo Clark': 'Maimiti', 'Movita': 'Tehani', 'Percy Waram': 'Coleman'}","['Adventure', 'Biography', 'Drama', 'History', 'Romance']"
Spider-Man: Into the Spider-Verse,"{'Brian Tyree Henry': 'Jefferson Davis', 'Chris Pine': 'Peter Parker', 'Hailee Steinfeld': 'Gwen Stacy', 'Jake M. Johnson': 'Peter Parker/Spider-Man', 'John Mulaney': 'Spider-Ham', 'Kathryn Hahn': 'Doc Ock', 'Kimiko Glenn': 'Peni Parker', 'Lauren Vélez': 'Rio Morales', 'Liev Schreiber': 'Wilson Fisk', 'Lily Tomlin': 'Aunt May', 'Mahershala Ali': 'Aaron Davis', 'Melanie Haynes': 'Logic Teacher', 'Muneeb Rehman': 'Literature Teacher', 'Nick Jaine': 'Math Teacher', 'Nicolas Cage': 'Spider-Man Noir', 'Oscar Isaac': 'Interesting Person #1', 'Shameik Moore': 'Miles Morales/Spider-Man', 'Stan Lee': 'Stan', 'Zoë Kravitz': 'Mary Jane Watson', 'Alycia Cooper': 'Police Officer #1', 'Jessica Mikayla Adams': 'Brooklyn Kid', 'Natalie Morales': 'Miss Calleros'}","['Action', 'Adventure', 'Sci-Fi', 'Comedy', 'Animation', 'Family']"
The Wicker Man,"{'Aubrey Morris': 'Old Gardener/Gravedigger', 'Britt Ekland': 'Willow', 'Christopher Lee': 'Lord Summerisle', 'Diane Cilento': 'Miss Rose', 'Edward Woodward': 'Sergeant Howie', 'Ingrid Pitt': 'Librarian', 'Irene Sunters': 'May Morrison', 'Lindsay Kemp': 'Alder MacGreagor', 'Russell Waters': 'Harbour Master', 'Walter Carr': 'School Master', 'Barbara Rafferty': 'Woman With Baby', 'Ian Campbell': 'Oak', 'Leslie Blackater': 'Hairdresser', 'Peter Brewis': 'Musician', 'Roy Boyd': 'Broome'}","['Mystery', 'Thriller', 'Horror']"
Love & Friendship,"{'Chloë Sevigny': 'Alicia Johnson', 'Emma Greenwell': 'Catherine Vernon', 'Kate Beckinsale': 'Lady Susan Vernon Martin', 'Xavier Samuel': 'Reginald DeCourcy', 'Conor Lambert': 'Wilson The Butler', 'Conor MacNeill': 'The Young Curate', 'Frank Prendergast': 'Approaching Gentleman', 'James Fleet': 'Sir Reginald DeCourcy', 'Jemma Redgrave': 'Lady DeCourcy', 'Jenn Murray': 'Lady Lucy Manwaring', 'Jordan Waller': 'Johnson Valet', 'Justin Edwards': 'Charles Vernon', 'Kelly Campbell': 'Mrs. Cross', ""Lochlainn O'Mearain"": 'Lord Manwaring', 'Morfydd Clark': 'Frederica Vernon', 'Ross Mac Mahon': 'Owen', 'Sophie Radermacher': 'Miss Maria Manwaring', 'Stephen Fry': 'Mr. Johnson', 'Tom Bennett': 'Sir James Martin'}","['Drama', 'Comedy', 'Romance']"
Particle Fever,"{'Andrea Miller': 'Producer', 'Brian David Cange': 'Line Producer', 'Carla Solomon': 'Producer', 'David Kaplan': 'Producer', 'Gerry Ohrstrom': 'Executive Producer', 'Mark Levinson': 'Producer', 'Thomas Campbell Jackson': 'Executive Producer', 'Wendy Sax': 'Associate Producer'}",['Documentary']
Tarnation,"{'Jonathan Caouette': 'Himself', 'Adolph Davis': 'Himself', 'Dagon James': 'Himself', 'David Leblanc': 'Himself', 'David Sanin Paz': 'Himself', 'Greg Ayres': 'Himself', 'Joshua Williams': 'Himself', 'Michael Cox': 'Guy Cussing In Short Film', 'Michael Mouton': 'Himself', 'Renee Leblanc': 'Herself', 'Rosemary Davis': 'Herself', 'Stacey Mowery': 'Herself', 'Steve Caouette': 'Himself', 'Vanda Stovall': 'Herself', 'Vivian Kalinov': 'Herself'}",['Documentary']
Microcosmos,"{'Jacques Perrin': 'Producer', 'Kristin Scott Thomas': 'Narrator (English Version)', 'André Lazare': 'Executive Producer', 'Christophe Barratier': 'Producer', 'Conchita Airoldi': 'Co-Producer', 'Jean-Marc Henchoz': 'Co-Producer', 'Michel Fauré': 'Executive Producer', 'Patrick Lancelot': 'Executive Producer', 'Philippe Gautier': 'Executive Producer', 'Yvette Mallet': 'Producer'}",['Documentary']
Murderball,"{'Andy Cohn': 'Himself', 'Bob Lujano': 'Himself', 'Christopher Igoe': 'Himself', 'Dave Willsie': 'Himself', 'Joe Bishop': 'Himself', 'Kevin Orr': 'Himself', 'Scott Hogsett': 'Himself', 'Christian Ettinger': 'Co-Producer', 'Dana Adam Shapiro': 'Producer', 'Jeff Sackman': 'Executive Producer', 'Jeffrey V. Mandel': 'Producer', 'Mark Urman': 'Executive Producer', 'Micah Green': 'Executive Producer', 'Randy Manis': 'Executive Producer', 'Sara Alize Cross': 'Associate Producer', 'Tony Tamberelli Jr.': 'Associate Producer'}","['Sport', 'Documentary']"
Life Itself,"{'A.O. Scott': 'Himself', 'Ava DuVernay': 'Herself', 'Chaz Ebert': 'Herself', 'Errol Morris': 'Himself', 'Gene Siskel': 'Himself', 'Marlene Iglitzen': 'Herself', 'Marlene Siskel': 'Herself', 'Martin Scorsese': 'Executive Producer', 'Ramin Bahrani': 'Himself', 'Roger Ebert': 'Himself', 'Stephen Stanton': 'Roger Ebert', 'Werner Herzog': 'Himself', 'William Nack': 'Himself', 'Courtney Sexton': 'Supervising Producer', 'Garrett Basch': 'Producer', 'Gordon Quinn': 'Executive Producer', 'Justine Nagan': 'Executive Producer', 'Kat White': 'Executive Producer', 'Mark Mitten': 'Executive Producer', 'Steve James': 'Producer', 'Steven Zaillian': 'Executive Producer', 'Zak Piper': 'Producer'}","['Biography', 'Documentary']"
The Shape of Water,"{'Cyndy Day': ""Pie Guy's Fiancée"", 'David Hewlett': 'Cast', 'Doug Jones': 'Cast', 'John Kapelos': 'Mr. Arzounian', 'Lauren Lee Smith': 'Elaine Strickland', 'Michael Shannon': 'Strickland', 'Michael Stuhlbarg': 'Cast', 'Morgan Kelly': 'Pie Guy', 'Nick Searcy': 'Hoyt', 'Nigel Bennett': 'Mihalkov', 'Octavia Spencer': 'Zelda', 'Richard Jenkins': 'Giles', 'Sally Hawkins': 'Elisa', 'Stewart Arnott': 'Bernard', 'Allegra Fulton': 'Yolanda', 'Amanda Smith': 'Mrs. Peabody', 'Dru Viergever': 'Military Policeman', 'Evgeny Akimov': 'Restaurant Musician', 'Jayden Greig': 'Timmy', 'Madison Ferguson': 'Tammy', 'Martin Roach': 'Brewster Fuller', 'Marvin Kaye': 'Burly Russian', 'Maxine Grossman': 'Bus Passenger'}","['Adventure', 'Drama', 'Thriller', 'Fantasy', 'Horror', 'Romance', 'War']"
Rewind,{},"['Drama', 'Documentary']"
Shine,"{'Armin Mueller-Stahl': 'Peter', 'Geoffrey Rush': 'David Helfgott - Adult', 'Alex Rafalowicz': 'David Helfgott - Child', 'Chris Haywood': 'Sam', 'Danielle Cox': 'Suzie - Child', 'Gordon Poole': 'Eisteddfod Presenter', 'John Cousins': 'Jim Minogue', 'Justin Braine': 'Tony', 'Marta Kaczmarek': 'Rachel', 'Nicholas Bell': 'Ben Rosen', 'Noah Taylor': 'David Helfgott - Adolescent', 'Paul Linkson': 'State Champion Announcer', 'Randall Berger': 'Isaac Stern', 'Rebecca Gooden': 'Margaret', 'Sonia Todd': 'Sylvia'}","['Biography', 'Drama', 'Romance', 'Music']"
